latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-8.30158,21.87719,315.12,1.91,1.35,2022-06-29,1153,A,40,6.1NRT,300.52,13.1,D
-8.41408,21.04089,321.89,2.23,1.45,2022-06-29,1153,A,33,6.1NRT,297.93,41.03,D
-8.70733,18.80566,338.95,3.39,1.74,2022-06-29,1153,A,89,6.1NRT,293.36,220.58,D
-7.51936,27.40223,326.16,1,1,2022-06-29,1153,A,74,6.1NRT,307.4,10.56,D
-7.55161,27.17783,324.53,1,1,2022-06-29,1153,A,71,6.1NRT,305.2,12.32,D
-7.5529,27.16885,321.34,1,1,2022-06-29,1153,A,47,6.1NRT,303.73,8.15,D
-7.57095,27.04298,325.57,1,1,2022-06-29,1153,A,73,6.1NRT,304.74,13.91,D
-7.57224,27.03398,319.58,1,1,2022-06-29,1153,A,32,6.1NRT,302.91,7.94,D
-7.57353,27.02498,328.08,1,1,2022-06-29,1153,A,76,6.1NRT,303.15,17.83,D
-7.78402,25.54363,333,1.1,1.04,2022-06-29,1153,A,83,6.1NRT,303.8,26.79,D
-7.78815,25.51429,335.47,1.1,1.05,2022-06-29,1153,A,85,6.1NRT,306.37,30.49,D
-7.78954,25.50443,361.39,1.1,1.05,2022-06-29,1153,A,100,6.1NRT,306.87,93.24,D
-7.79093,25.49453,325.51,1.1,1.05,2022-06-29,1153,A,75,6.1NRT,300.98,17.5,D
-8.31999,21.64787,313.38,2,1.38,2022-06-29,1153,A,48,6.1NRT,300.29,14,D
-8.3224,21.62989,320.86,2,1.38,2022-06-29,1153,A,71,6.1NRT,299.18,32.41,D
-6.67546,32.98208,329.63,1.98,1.37,2022-06-29,1153,A,53,6.1NRT,301.29,49.61,D
-7.23104,29.31754,349.15,1.12,1.05,2022-06-29,1153,A,94,6.1NRT,301.4,62.45,D
-7.23254,29.30738,322.13,1.11,1.05,2022-06-29,1153,A,69,6.1NRT,298.18,14.74,D
-7.38734,28.25138,321.9,1.02,1.01,2022-06-29,1153,A,66,6.1NRT,304.9,10.93,D
-7.78018,25.50303,335.07,1.1,1.05,2022-06-29,1153,A,85,6.1NRT,303.58,31.29,D
-7.78157,25.49315,318.65,1.1,1.05,2022-06-29,1153,A,61,6.1NRT,301.7,9.74,D
-7.79971,25.36386,327.73,1.12,1.05,2022-06-29,1153,A,77,6.1NRT,303.42,22.32,D
-6.66318,32.98024,345.64,1.98,1.37,2022-06-29,1153,A,93,6.1NRT,304.44,114.82,D
-7.22016,29.32604,321.72,1.12,1.05,2022-06-29,1153,A,65,6.1NRT,301.52,13.7,D
-7.22166,29.31592,362.65,1.12,1.05,2022-06-29,1153,A,100,6.1NRT,306.28,101.1,D
-7.22314,29.30588,343.02,1.11,1.05,2022-06-29,1153,A,91,6.1NRT,300.71,47.78,D
-7.23357,29.23544,322.44,1.11,1.05,2022-06-29,1153,A,71,6.1NRT,299.34,16.66,D
-7.74341,25.69719,333.75,1.08,1.04,2022-06-29,1153,A,84,6.1NRT,302.9,29.22,D
-7.80144,25.28255,323.69,1.12,1.06,2022-06-29,1153,A,54,6.1NRT,303.92,13.68,D
-7.80285,25.27249,351.02,1.13,1.06,2022-06-29,1153,A,95,6.1NRT,305.38,65.16,D
-7.80427,25.26232,326.96,1.13,1.06,2022-06-29,1153,A,68,6.1NRT,302.82,17.58,D
-8.37511,21.03575,341.61,2.23,1.45,2022-06-29,1153,A,91,6.1NRT,298.48,129.83,D
-8.37775,21.01553,337.42,2.24,1.45,2022-06-29,1153,A,88,6.1NRT,298.42,108.69,D
-8.71616,18.35326,319.45,3.68,1.8,2022-06-29,1153,A,72,6.1NRT,294.38,76.82,D
-6.6537,32.96064,332.81,1.98,1.37,2022-06-29,1153,A,67,6.1NRT,299.81,60.18,D
-6.70225,32.65196,319.91,1.87,1.34,2022-06-29,1153,A,53,6.1NRT,301.76,24.39,D
-7.51057,27.27264,347.15,1,1,2022-06-29,1153,A,93,6.1NRT,309.86,43.47,D
-7.51186,27.26367,325.36,1,1,2022-06-29,1153,A,66,6.1NRT,308.86,10.1,D
-7.73413,25.69586,335.29,1.08,1.04,2022-06-29,1153,A,85,6.1NRT,305.39,30.96,D
-7.73548,25.68619,348.16,1.08,1.04,2022-06-29,1153,A,94,6.1NRT,304.68,56.05,D
-7.84638,24.88869,340.96,1.18,1.08,2022-06-29,1153,A,89,6.1NRT,308.43,42.56,D
-8.06035,23.32023,325.94,1.48,1.2,2022-06-29,1153,A,75,6.1NRT,304,24.04,D
-8.29496,21.55103,322.67,2.03,1.39,2022-06-29,1153,A,71,6.1NRT,300.36,34.43,D
-6.64146,32.95871,373.64,1.98,1.37,2022-06-29,1153,A,100,6.1NRT,301.2,322.71,D
-6.92408,31.15168,319.45,1.44,1.19,2022-06-29,1153,A,36,6.1NRT,306.16,12.75,D
-7.35486,28.28385,317.43,1.03,1.01,2022-06-29,1153,A,50,6.1NRT,303.02,7.75,D
-7.37223,28.16491,340.3,1.02,1.01,2022-06-29,1153,A,88,6.1NRT,305.32,35.17,D
-7.37356,28.1558,340.88,1.02,1.01,2022-06-29,1153,A,89,6.1NRT,304.95,35.6,D
-7.39747,27.99179,333,1.01,1.01,2022-06-29,1153,A,82,6.1NRT,307.68,18.56,D
-8.06033,23.23833,320.02,1.5,1.21,2022-06-29,1153,A,64,6.1NRT,304.19,15.04,D
-8.06213,23.22484,319.74,1.51,1.21,2022-06-29,1153,A,64,6.1NRT,304.19,14.46,D
-8.128,22.72948,318.58,1.64,1.26,2022-06-29,1153,A,48,6.1NRT,301.64,13.32,D
-8.2591,21.72992,321.3,1.96,1.37,2022-06-29,1153,A,66,6.1NRT,301.31,29.21,D
-8.28724,21.51291,323.64,2.04,1.39,2022-06-29,1153,A,68,6.1NRT,301.29,35.54,D
-8.28959,21.49474,315.35,2.05,1.39,2022-06-29,1153,A,38,6.1NRT,300.09,13.16,D
-7.1678,29.48272,357.89,1.14,1.06,2022-06-29,1153,A,99,6.1NRT,304.63,85.36,D
-7.16926,29.47297,344.63,1.13,1.06,2022-06-29,1153,A,92,6.1NRT,306.97,49.55,D
-7.32817,28.40262,330.8,1.03,1.02,2022-06-29,1153,A,80,6.1NRT,302.53,21.74,D
-7.32954,28.39333,319.77,1.03,1.02,2022-06-29,1153,A,61,6.1NRT,302.88,9.11,D
-7.37254,28.09966,328.08,1.02,1.01,2022-06-29,1153,A,67,6.1NRT,306.24,14.41,D
-7.58794,26.60198,326.15,1.02,1.01,2022-06-29,1153,A,74,6.1NRT,306.91,12.51,D
-7.67676,25.97128,333.7,1.05,1.03,2022-06-29,1153,A,83,6.1NRT,305.19,24.64,D
-8.11477,22.74267,324.81,1.64,1.26,2022-06-29,1153,A,74,6.1NRT,302.35,27.34,D
-8.27477,21.51121,362.14,2.04,1.39,2022-06-29,1153,A,100,6.1NRT,302.64,233.86,D
-8.2771,21.49301,337.08,2.05,1.39,2022-06-29,1153,A,87,6.1NRT,300.84,81.94,D
-7.30263,28.51295,318.4,1.04,1.02,2022-06-29,1153,A,40,6.1NRT,302.77,8.87,D
-7.42413,27.68183,323.06,1,1,2022-06-29,1153,A,40,6.1NRT,307.34,6.28,D
-7.42543,27.67282,325.21,1,1,2022-06-29,1153,A,62,6.1NRT,307.72,8.36,D
-7.46823,27.37638,322.6,1,1,2022-06-29,1153,A,62,6.1NRT,305.41,8.81,D
-8.24603,21.6371,325.54,2,1.38,2022-06-29,1153,A,26,6.1NRT,303.61,35.78,D
-8.24834,21.61894,374.92,2,1.38,2022-06-29,1153,A,100,6.1NRT,304.45,342.37,D
-8.25066,21.60082,324.33,2.01,1.38,2022-06-29,1153,A,73,6.1NRT,300.86,36.21,D
-8.2623,21.5094,326.46,2.04,1.39,2022-06-29,1153,A,55,6.1NRT,299.69,44.34,D
-8.26462,21.49116,329.99,2.05,1.39,2022-06-29,1153,A,74,6.1NRT,298.62,54.02,D
-8.23596,21.61742,356.46,2,1.38,2022-06-29,1153,A,98,6.1NRT,305.62,186.02,D
-8.23827,21.59921,344.25,2.01,1.38,2022-06-29,1153,A,92,6.1NRT,302.77,114.63,D
-8.24753,21.52588,321.48,2.04,1.39,2022-06-29,1153,A,72,6.1NRT,299.46,34.05,D
-8.24982,21.50777,360.58,2.04,1.39,2022-06-29,1153,A,100,6.1NRT,301.43,230.93,D
-7.14862,29.45411,324.65,1.13,1.06,2022-06-29,1153,A,57,6.1NRT,306.38,13.68,D
-7.33248,28.19072,320.08,1.02,1.01,2022-06-29,1153,A,23,6.1NRT,305.36,7.49,D
-7.43951,27.44903,343.28,1,1,2022-06-29,1153,A,90,6.1NRT,309.87,32.89,D
-8.27353,21.50628,359.68,2.04,1.39,2022-06-29,1153,A,99,6.1NRT,302.97,215.86,D
-7.19894,29.04442,317.79,1.09,1.04,2022-06-29,1153,A,48,6.1NRT,303.11,7.11,D
-7.22986,28.83276,326.34,1.07,1.03,2022-06-29,1153,A,75,6.1NRT,303.3,17.64,D
-7.23125,28.82329,336.52,1.07,1.03,2022-06-29,1153,A,86,6.1NRT,302.68,32.28,D
-7.26155,28.61537,317.36,1.05,1.02,2022-06-29,1153,A,32,6.1NRT,301.27,7.23,D
-7.26292,28.60597,323.27,1.05,1.02,2022-06-29,1153,A,70,6.1NRT,299.02,13.9,D
-7.3168,28.23517,321.57,1.02,1.01,2022-06-29,1153,A,63,6.1NRT,302.62,10.03,D
-7.31813,28.22602,323.68,1.02,1.01,2022-06-29,1153,A,71,6.1NRT,302.56,12.61,D
-7.43055,27.44771,336.57,1,1,2022-06-29,1153,A,86,6.1NRT,311.61,21.63,D
-7.43184,27.43873,326.81,1,1,2022-06-29,1153,A,44,6.1NRT,310.5,8.35,D
-8.24387,21.63191,343.35,2,1.38,2022-06-29,1153,A,91,6.1NRT,303.78,109.17,D
-8.24631,21.61384,380.77,2,1.38,2022-06-29,1153,A,100,6.1NRT,304.89,406.53,D
-8.25863,21.52259,324.2,2.04,1.39,2022-06-29,1153,A,51,6.1NRT,299.05,38.12,D
-8.26107,21.5045,337.21,2.04,1.39,2022-06-29,1153,A,88,6.1NRT,299.55,88.72,D
-7.18966,29.04296,329.73,1.09,1.04,2022-06-29,1153,A,80,6.1NRT,302.36,21.29,D
-7.3144,28.18807,321.73,1.02,1.01,2022-06-29,1153,A,49,6.1NRT,306.41,9.05,D
-7.31572,28.17894,332.04,1.02,1.01,2022-06-29,1153,A,81,6.1NRT,305.07,20.48,D
-7.32236,28.13318,334.57,1.02,1.01,2022-06-29,1153,A,84,6.1NRT,303.63,25.66,D
-7.32898,28.08759,326.16,1.02,1.01,2022-06-29,1153,A,73,6.1NRT,304.92,13.48,D
-7.44741,27.2669,320.63,1,1,2022-06-29,1153,A,64,6.1NRT,303.24,10.39,D
-7.50028,26.89813,340.07,1.01,1,2022-06-29,1153,A,88,6.1NRT,305.77,32.17,D
-7.93347,23.8189,319.49,1.37,1.16,2022-06-29,1153,A,62,6.1NRT,304.81,10.96,D
-7.93516,23.80664,320.91,1.37,1.16,2022-06-29,1153,A,66,6.1NRT,304.64,13.25,D
-8.10893,22.53863,327.94,1.69,1.28,2022-06-29,1153,A,79,6.1NRT,301.96,38.47,D
-8.11098,22.52356,321.51,1.7,1.28,2022-06-29,1153,A,65,6.1NRT,304.37,22.34,D
-8.23392,21.61236,351.11,2,1.38,2022-06-29,1153,A,96,6.1NRT,305.62,156.41,D
-8.23638,21.59404,323.64,2.01,1.38,2022-06-29,1153,A,75,6.1NRT,301.47,36.61,D
-8.24616,21.52096,333.84,2.04,1.39,2022-06-29,1153,A,78,6.1NRT,299.34,70.34,D
-8.24859,21.50281,342.43,2.04,1.39,2022-06-29,1153,A,91,6.1NRT,300.74,110.07,D
-7.31995,28.08626,319.13,1.02,1.01,2022-06-29,1153,A,18,6.1NRT,303.85,6.45,D
-7.44877,27.19378,324.91,1,1,2022-06-29,1153,A,72,6.1NRT,303.25,14.25,D
-7.47454,27.01398,320.51,1,1,2022-06-29,1153,A,47,6.1NRT,307.26,7.12,D
-7.47583,27.00499,362.58,1,1,2022-06-29,1153,A,100,6.1NRT,311.89,82.33,D
-7.47712,26.99599,336.78,1,1,2022-06-29,1153,A,86,6.1NRT,306.62,26.4,D
-7.48098,26.96897,323.99,1,1,2022-06-29,1153,A,68,6.1NRT,306.5,10.13,D
-7.48227,26.95996,334.8,1,1,2022-06-29,1153,A,84,6.1NRT,305.44,24.51,D
-7.4913,26.89682,340.14,1.01,1,2022-06-29,1153,A,88,6.1NRT,308.58,31.74,D
-7.50679,26.78841,321.68,1.01,1,2022-06-29,1153,A,65,6.1NRT,306.05,9.16,D
-7.86258,24.25649,317.82,1.28,1.12,2022-06-29,1153,A,46,6.1NRT,305.46,8.16,D
-8.0732,22.71675,323.59,1.64,1.26,2022-06-29,1153,A,73,6.1NRT,304.13,26.14,D
-8.07521,22.70189,332.38,1.65,1.26,2022-06-29,1153,A,83,6.1NRT,304.98,48.78,D
-7.18532,28.94342,320.43,1.08,1.04,2022-06-29,1153,A,66,6.1NRT,301.39,11.21,D
-7.23409,28.61143,320.61,1.05,1.02,2022-06-29,1153,A,53,6.1NRT,301.61,9.83,D
-7.42821,27.27325,334.57,1,1,2022-06-29,1153,A,84,6.1NRT,302.44,26.63,D
-7.4295,27.26427,354.01,1,1,2022-06-29,1153,A,97,6.1NRT,304.29,62.57,D
-7.43981,27.19247,339.11,1,1,2022-06-29,1153,A,87,6.1NRT,304.85,32.56,D
-7.4411,27.18349,332.47,1,1,2022-06-29,1153,A,82,6.1NRT,302.72,23.8,D
-7.46686,27.00367,357.48,1,1,2022-06-29,1153,A,98,6.1NRT,308.66,67.37,D
-7.46815,26.99467,334.94,1,1,2022-06-29,1153,A,84,6.1NRT,307.06,22.79,D
-7.47201,26.96766,362.65,1,1,2022-06-29,1153,A,100,6.1NRT,306.92,81.34,D
-7.4733,26.95865,380.8,1,1,2022-06-29,1153,A,100,6.1NRT,306.98,145.85,D
-8.10241,22.41303,316.85,1.73,1.29,2022-06-29,1153,A,54,6.1NRT,300.65,16.06,D
-8.10453,22.39719,314.93,1.74,1.29,2022-06-29,1153,A,35,6.1NRT,302.13,12.73,D
-8.195,21.71654,313.01,1.96,1.37,2022-06-29,1153,A,38,6.1NRT,300.91,10.53,D
-8.3871,20.24414,323,2.58,1.54,2022-06-29,1153,A,42,6.1NRT,296.65,53.64,D
-6.89068,30.84449,324.33,1.37,1.16,2022-06-29,1153,A,45,6.1NRT,306.36,18.69,D
-7.09976,29.45664,326.02,1.13,1.06,2022-06-29,1153,A,76,6.1NRT,304.43,15.4,D
-7.20552,28.74218,316.91,1.06,1.03,2022-06-29,1153,A,52,6.1NRT,300.46,8.86,D
-7.28995,28.16571,319.39,1.02,1.01,2022-06-29,1153,A,49,6.1NRT,304.61,6.58,D
-7.29128,28.15655,338.99,1.02,1.01,2022-06-29,1153,A,87,6.1NRT,305.69,32.63,D
-7.44244,27.11032,337.42,1,1,2022-06-29,1153,A,86,6.1NRT,302.41,31.47,D
-7.44373,27.10133,346.05,1,1,2022-06-29,1153,A,92,6.1NRT,304.18,46.51,D
-7.95905,23.39595,317.87,1.46,1.19,2022-06-29,1153,A,48,6.1NRT,302.98,10.92,D
-8.63297,18.16497,320.15,3.8,1.82,2022-06-29,1153,A,48,6.1NRT,294.45,88.15,D
-8.73163,17.35189,326.2,4.41,1.93,2022-06-29,1153,A,80,6.1NRT,297.47,142.93,D
-6.54803,32.97493,351.41,1.99,1.38,2022-06-29,1153,A,96,6.1NRT,306.18,141.72,D
-6.55365,32.93947,324.75,1.98,1.37,2022-06-29,1153,A,64,6.1NRT,303.59,30.35,D
-6.62318,32.49903,317.39,1.82,1.32,2022-06-29,1153,A,64,6.1NRT,299.78,20.76,D
-7.39741,27.36036,324.46,1,1,2022-06-29,1153,A,58,6.1NRT,307.31,10.74,D
-7.3987,27.35138,320.02,1,1,2022-06-29,1153,A,52,6.1NRT,305.13,7.65,D
-7.5707,26.14255,316.59,1.04,1.02,2022-06-29,1153,A,50,6.1NRT,303.19,8.54,D
-7.58522,26.03923,340.14,1.05,1.02,2022-06-29,1153,A,89,6.1NRT,307.42,36.2,D
-7.58656,26.0297,321.48,1.05,1.02,2022-06-29,1153,A,54,6.1NRT,303.52,10.28,D
-7.6172,25.81115,317.41,1.07,1.03,2022-06-29,1153,A,24,6.1NRT,303.96,6.81,D
-7.61855,25.80153,322.45,1.07,1.03,2022-06-29,1153,A,69,6.1NRT,302.97,11.79,D
-7.63335,25.69568,322.1,1.08,1.04,2022-06-29,1153,A,69,6.1NRT,301.73,13.48,D
-7.67019,25.43123,318.08,1.1,1.05,2022-06-29,1153,A,46,6.1NRT,302.2,8.3,D
-7.75234,24.83726,324.57,1.18,1.08,2022-06-29,1153,A,43,6.1NRT,305.1,13.79,D
-7.7538,24.82661,330.5,1.18,1.08,2022-06-29,1153,A,80,6.1NRT,304.75,23.64,D
-7.75527,24.81592,324.41,1.19,1.08,2022-06-29,1153,A,52,6.1NRT,303.2,13.6,D
-8.70958,17.38925,315.05,4.38,1.93,2022-06-29,1153,A,25,6.1NRT,297.2,54.35,D
-6.53575,32.97299,366.43,1.99,1.38,2022-06-29,1153,A,100,6.1NRT,304.71,248.86,D
-6.53857,32.95527,326.16,1.98,1.37,2022-06-29,1153,A,56,6.1NRT,301.41,29.95,D
-7.26518,28.2088,320.34,1.02,1.01,2022-06-29,1153,A,51,6.1NRT,303.2,9.92,D
-7.38459,27.38596,323.08,1,1,2022-06-29,1153,A,49,6.1NRT,307.23,7.81,D
-7.38588,27.37699,328.1,1,1,2022-06-29,1153,A,70,6.1NRT,308.26,13.67,D
-7.4078,27.22443,322.66,1,1,2022-06-29,1153,A,41,6.1NRT,305.67,9.98,D
-7.42324,27.11667,315.82,1,1,2022-06-29,1153,A,9,6.1NRT,302.14,6.34,D
-7.43224,27.05375,322.34,1,1,2022-06-29,1153,A,68,6.1NRT,302.5,11.25,D
-7.43867,27.00876,332.81,1,1,2022-06-29,1153,A,82,6.1NRT,306.3,20.76,D
-7.43996,26.99976,334.94,1,1,2022-06-29,1153,A,84,6.1NRT,307.94,23.34,D
-7.60797,25.80983,328.81,1.07,1.03,2022-06-29,1153,A,75,6.1NRT,306.46,19.31,D
-7.60931,25.80022,384.15,1.07,1.03,2022-06-29,1153,A,100,6.1NRT,308.71,177.27,D
-7.61065,25.79061,341.5,1.07,1.03,2022-06-29,1153,A,90,6.1NRT,303.9,39.74,D
-7.74411,24.82524,333.56,1.18,1.08,2022-06-29,1153,A,74,6.1NRT,305.87,27.37,D
-7.74558,24.81452,347.87,1.19,1.08,2022-06-29,1153,A,93,6.1NRT,306.89,59.36,D
-7.74703,24.80387,342.36,1.19,1.08,2022-06-29,1153,A,90,6.1NRT,304.96,47.48,D
-6.70648,31.82055,313.23,1.62,1.25,2022-06-29,1153,A,37,6.1NRT,299.07,11.32,D
-6.70887,31.8054,312.38,1.61,1.25,2022-06-29,1153,A,25,6.1NRT,297.35,10.62,D
-6.75268,31.52639,320.21,1.54,1.22,2022-06-29,1153,A,63,6.1NRT,299.84,21.17,D
-6.75481,31.51278,316.74,1.53,1.22,2022-06-29,1153,A,60,6.1NRT,301.52,15.29,D
-7.08033,29.39221,355.17,1.13,1.06,2022-06-29,1153,A,97,6.1NRT,305.26,70.74,D
-7.08185,29.38207,395.67,1.13,1.06,2022-06-29,1153,A,100,6.1NRT,312.08,254.41,D
-7.08337,29.37196,328.84,1.12,1.06,2022-06-29,1153,A,78,6.1NRT,304.64,16.84,D
-7.23859,28.32701,325.91,1.03,1.01,2022-06-29,1153,A,75,6.1NRT,301.63,16.76,D
-7.27085,28.10687,322.82,1.02,1.01,2022-06-29,1153,A,69,6.1NRT,303.55,12.95,D
-7.27218,28.09776,316.54,1.02,1.01,2022-06-29,1153,A,28,6.1NRT,302.84,6.74,D
-7.3614,27.48338,330.85,1,1,2022-06-29,1153,A,80,6.1NRT,308.18,15.46,D
-7.45027,26.8632,342.47,1.01,1,2022-06-29,1153,A,68,6.1NRT,308.66,38.85,D
-7.45156,26.85418,334.89,1.01,1,2022-06-29,1153,A,79,6.1NRT,304.7,26.93,D
-7.60007,25.79889,341,1.07,1.03,2022-06-29,1153,A,89,6.1NRT,304.52,39.03,D
-7.95532,23.177,317.33,1.51,1.21,2022-06-29,1153,A,56,6.1NRT,303.5,14.11,D
-8.03034,22.60494,315.36,1.67,1.27,2022-06-29,1153,A,29,6.1NRT,301.23,11.61,D
-8.03227,22.59019,321.16,1.68,1.27,2022-06-29,1153,A,67,6.1NRT,302.91,22.25,D
-8.05415,22.42203,319.78,1.73,1.29,2022-06-29,1153,A,34,6.1NRT,304.96,18.84,D
-6.74176,31.52468,358.2,1.54,1.22,2022-06-29,1153,A,99,6.1NRT,299.77,138.34,D
-6.74391,31.51106,328.83,1.53,1.22,2022-06-29,1153,A,80,6.1NRT,300.34,36.55,D
-7.06934,29.4009,354.73,1.13,1.06,2022-06-29,1153,A,97,6.1NRT,306.56,69.45,D
-7.07088,29.39071,374.99,1.13,1.06,2022-06-29,1153,A,100,6.1NRT,310.24,141.96,D
-7.12461,29.03307,319.31,1.09,1.04,2022-06-29,1153,A,64,6.1NRT,302.48,10.74,D
-7.22951,28.32572,327.51,1.03,1.01,2022-06-29,1153,A,77,6.1NRT,299.72,18.96,D
-7.34208,27.55388,323.3,1,1,2022-06-29,1153,A,58,6.1NRT,308.4,6.81,D
-7.44001,26.87092,331.94,1.01,1,2022-06-29,1153,A,71,6.1NRT,305.85,20.61,D
-7.44129,26.8619,353.45,1.01,1,2022-06-29,1153,A,91,6.1NRT,309.91,59.9,D
-7.44258,26.85288,358.83,1.01,1,2022-06-29,1153,A,99,6.1NRT,308.88,74.03,D
-7.55777,26.03516,319.97,1.05,1.02,2022-06-29,1153,A,53,6.1NRT,305.39,9.85,D
-7.62297,25.56554,318.54,1.09,1.04,2022-06-29,1153,A,36,6.1NRT,305.61,6.5,D
-7.62432,25.55573,320.91,1.09,1.04,2022-06-29,1153,A,49,6.1NRT,304.13,9.11,D
-7.87238,23.72214,321.59,1.39,1.17,2022-06-29,1153,A,58,6.1NRT,303.86,13.07,D
-8.1248,21.77857,321.36,1.94,1.36,2022-06-29,1153,A,59,6.1NRT,302.34,26.93,D
-8.14965,21.58284,315.02,2.01,1.38,2022-06-29,1153,A,58,6.1NRT,300.3,18.49,D
-8.15196,21.5646,312.48,2.02,1.38,2022-06-29,1153,A,36,6.1NRT,299.65,11.8,D
-8.70456,16.97418,326.86,4.71,1.99,2022-06-29,1153,A,81,6.1NRT,296.06,180.09,D
-6.75042,31.51927,324.39,1.54,1.22,2022-06-29,1153,A,63,6.1NRT,301.89,27.04,D
-7.06332,29.40366,326.05,1.13,1.06,2022-06-29,1153,A,68,6.1NRT,305.22,13.72,D
-7.06482,29.39339,325.74,1.13,1.06,2022-06-29,1153,A,69,6.1NRT,308.08,12.43,D
-7.30051,27.771,327.18,1.01,1,2022-06-29,1153,A,61,6.1NRT,308.47,10.39,D
-7.41168,26.99825,320.17,1,1,2022-06-29,1153,A,36,6.1NRT,305.25,6.6,D
-7.71779,24.84742,327.45,1.18,1.08,2022-06-29,1153,A,60,6.1NRT,308.13,13.4,D
-7.87496,23.72852,318.35,1.38,1.16,2022-06-29,1153,A,23,6.1NRT,304.62,6.68,D
-8.03192,22.59832,322.59,1.67,1.27,2022-06-29,1153,A,55,6.1NRT,301.84,25.27,D
-8.62132,18.1915,326.75,3.78,1.82,2022-06-29,1153,A,79,6.1NRT,294.81,132.18,D
-8.62586,18.15631,322.2,3.8,1.82,2022-06-29,1153,A,46,6.1NRT,293.35,100.79,D
-8.72481,17.38327,321.88,4.38,1.93,2022-06-29,1153,A,76,6.1NRT,296.74,104.09,D
-8.72982,17.34387,324.53,4.41,1.93,2022-06-29,1153,A,79,6.1NRT,297.85,126.92,D
-6.7395,31.51752,346.39,1.54,1.22,2022-06-29,1153,A,93,6.1NRT,299.92,86.78,D
-7.18268,28.52071,325.23,1.04,1.02,2022-06-29,1153,A,74,6.1NRT,301.32,16.89,D
-7.24033,28.12362,315.42,1.02,1.01,2022-06-29,1153,A,15,6.1NRT,301.8,5.57,D
-7.24694,28.07795,316.88,1.02,1.01,2022-06-29,1153,A,42,6.1NRT,302.25,6.27,D
-7.324,27.54456,325.13,1,1,2022-06-29,1153,A,73,6.1NRT,309.01,8.25,D
-7.42337,26.85279,338.99,1.01,1,2022-06-29,1153,A,87,6.1NRT,307.01,32.3,D
-7.42465,26.84377,323.59,1.01,1,2022-06-29,1153,A,70,6.1NRT,304.51,11.85,D
-7.50808,26.25951,320.32,1.03,1.02,2022-06-29,1153,A,63,6.1NRT,302.04,11.95,D
-8.04345,22.4294,325.52,1.72,1.29,2022-06-29,1153,A,67,6.1NRT,304.46,28.47,D
-8.15934,21.57712,315.89,2.01,1.38,2022-06-29,1153,A,62,6.1NRT,300.11,20.53,D
-6.56831,32.56745,312.88,1.85,1.33,2022-06-29,1153,A,35,6.1NRT,298.02,11.3,D
-7.1898,28.40784,317.98,1.04,1.02,2022-06-29,1153,A,52,6.1NRT,303.09,6.75,D
-7.19115,28.39858,338.78,1.04,1.02,2022-06-29,1153,A,88,6.1NRT,304.94,34.34,D
-7.34218,27.35476,323.45,1,1,2022-06-29,1153,A,71,6.1NRT,307.69,7.96,D
-7.35121,27.29197,330.04,1,1,2022-06-29,1153,A,68,6.1NRT,304.78,18.54,D
-7.35379,27.27403,326.07,1,1,2022-06-29,1153,A,75,6.1NRT,302.56,16.37,D
-7.35508,27.26506,326.96,1,1,2022-06-29,1153,A,76,6.1NRT,302.68,17.52,D
-7.41439,26.85148,347.68,1.01,1,2022-06-29,1153,A,93,6.1NRT,306.54,47.32,D
-7.41567,26.84246,330.04,1.01,1,2022-06-29,1153,A,79,6.1NRT,304.73,18.71,D
-8.11837,21.78829,323.23,1.93,1.36,2022-06-29,1153,A,74,6.1NRT,302.04,33.45,D
-8.12071,21.77088,315.96,1.94,1.36,2022-06-29,1153,A,45,6.1NRT,302.83,15.92,D
-7.13417,28.72475,330.04,1.06,1.03,2022-06-29,1153,A,80,6.1NRT,300.79,23.73,D
-7.13556,28.71527,317.14,1.06,1.03,2022-06-29,1153,A,49,6.1NRT,296.35,9.29,D
-7.33968,27.3086,326.73,1,1,2022-06-29,1153,A,42,6.1NRT,310.2,11.31,D
-7.54433,25.87243,318.66,1.06,1.03,2022-06-29,1153,A,60,6.1NRT,303.31,9.51,D
-7.85747,23.62369,318.35,1.4,1.17,2022-06-29,1153,A,58,6.1NRT,304.88,11.3,D
-7.8592,23.61112,322.73,1.41,1.17,2022-06-29,1153,A,70,6.1NRT,304.64,17.55,D
-7.92573,23.12447,320.31,1.53,1.22,2022-06-29,1153,A,66,6.1NRT,302.31,16.91,D
-7.94453,22.98631,319.41,1.56,1.23,2022-06-29,1153,A,53,6.1NRT,304.27,17.03,D
-7.25937,27.80182,325.86,1.01,1,2022-06-29,1153,A,74,6.1NRT,308.88,8.6,D
-7.39643,26.84886,318.77,1.01,1,2022-06-29,1153,A,58,6.1NRT,306.12,7.38,D
-7.39772,26.83984,365.7,1.01,1,2022-06-29,1153,A,100,6.1NRT,310.08,94.61,D
-7.399,26.83081,351.71,1.01,1,2022-06-29,1153,A,95,6.1NRT,304.92,58.03,D
-7.91481,23.12299,326.12,1.53,1.22,2022-06-29,1153,A,76,6.1NRT,303.11,27.26,D
-8.10329,21.71512,327.56,1.96,1.37,2022-06-29,1153,A,80,6.1NRT,300.35,49.93,D
-8.26869,20.45167,318.7,2.48,1.52,2022-06-29,1153,A,41,6.1NRT,299.73,31.05,D
-8.70516,16.96657,327.05,4.71,1.99,2022-06-29,1153,A,81,6.1NRT,295.75,182.82,D
